record_id,user_id,date,screen_time_minutes,unlock_count,app_switch_count,typing_speed_wpm,scroll_speed,night_usage_minutes,social_app_minutes,productive_app_minutes,night_ratio,unlock_intensity,fragmentation_index,agitation_score,social_ratio,social_opens_per_hour,social_session_avg,social_session_var,late_night_social_ratio,social_inter_open_gap_min,self_report_score,label,prev_label_lag1,roll_3d_screen_time_minutes,roll_7d_screen_time_minutes,roll_3d_social_ratio,roll_7d_social_ratio,roll_3d_app_switch_count,roll_7d_app_switch_count,roll_3d_scroll_speed,roll_7d_scroll_speed,roll_3d_typing_speed_wpm,roll_7d_typing_speed_wpm,dod_pct_screen_time_minutes,dod_pct_app_switch_count,dod_pct_scroll_speed,dod_pct_typing_speed_wpm,raw_formula_stress,stress_score,raw_formula_anxiety,anxiety_score,raw_formula_burnout,burnout_score,raw_formula_addiction,addiction_score,stress_level,anxiety_level,burnout_level,addiction_level
REC_000421,user_009,2026-01-21,614.14,144,312,33.92,771.63,161.44,486.63,58.58,0.2629,0.2345,0.254,0.3342,0.7924,11.1375,4.27,2.23,0.2629,7.24,4,Addiction,2,527.0567,549.0029,0.622,0.6428,271.0,305.4286,719.8433,657.2343,41.2867,40.5743,0.1707,0.2893,0.0362,-0.0635,0.4158,0.4138,0.2463,0.1727,0.4744,0.4566,0.5072,0.52,Medium,Medium,Medium,High
REC_000422,user_009,2026-01-22,334.22,82,314,63.35,846.69,109.08,148.69,132.06,0.3264,0.2453,0.4698,0.4682,0.4449,6.4629,4.13,2.09,0.3264,30.72,3,Stress,2,539.9,559.3614,0.6663,0.6679,282.3333,294.1429,727.5133,678.8771,41.3633,41.0257,-0.4558,0.0064,0.0973,0.8676,0.5092,0.4379,0.3377,0.4414,0.342,0.309,0.3405,0.2749,High,High,Medium,Medium
REC_000423,user_009,2026-01-23,576.01,235,277,50.28,655.17,218.11,322.56,49.67,0.3787,0.408,0.2404,0.3909,0.56,13.6456,2.46,0.74,0.3787,6.6,2,Addiction,1,490.99,541.7571,0.6065,0.6219,289.3333,286.4286,787.6733,712.5743,44.4967,44.98,0.7234,-0.1178,-0.2262,-0.2063,0.4024,0.3285,0.268,0.2653,0.4799,0.5466,0.4741,0.4476,Medium,Medium,High,High
REC_000424,user_009,2026-01-24,605.18,194,291,54.13,661.39,117.47,412.32,34.26,0.1941,0.3206,0.2404,0.3481,0.6813,13.0871,3.12,1.2,0.1941,6.32,3,Addiction,2,508.1233,520.2043,0.5991,0.6038,301.0,295.7143,757.83,732.9314,49.1833,45.26,0.0506,0.0505,0.0095,0.0766,0.4142,0.5434,0.2523,0.2647,0.3997,0.3696,0.4616,0.4677,High,Medium,Medium,High
REC_000425,user_009,2026-01-25,199.53,60,34,50.96,259.78,13.19,44.0,50.36,0.0661,0.3007,0.0852,0.1926,0.2205,3.9091,3.38,1.4,0.0661,95.42,4,Balanced,2,505.1367,530.1029,0.5621,0.6207,294.0,286.7143,721.0833,727.7729,55.92,46.5057,-0.6703,-0.8832,-0.6072,-0.0586,0.1981,0.2247,0.1057,0.0384,0.2006,0.2055,0.1471,0.0453,Low,Low,Low,Low
REC_000426,user_009,2026-01-26,539.12,210,353,52.62,916.3,181.79,315.01,77.51,0.3372,0.3895,0.3274,0.4617,0.5843,13.5778,2.58,0.82,0.3372,7.38,1,Addiction,0,460.24,476.3771,0.4873,0.5579,200.6667,251.8571,525.4467,657.9386,51.79,48.9729,1.7019,2.0,2.0,0.0326,0.4916,0.5577,0.3187,0.2731,0.4431,0.4796,0.4707,0.4546,High,Medium,High,High
REC_000427,user_009,2026-01-27,387.98,155,281,45.05,672.22,185.15,272.14,43.91,0.4772,0.3995,0.3621,0.436,0.7014,16.702,2.52,0.78,0.4772,9.74,3,Addiction,2,447.9433,484.6871,0.4954,0.5522,226.0,260.4286,612.49,693.6657,52.57,48.7829,-0.2803,-0.204,-0.2664,-0.1439,0.4118,0.4196,0.311,0.3512,0.4661,0.4073,0.5907,0.6458,Medium,High,Medium,High
REC_000428,user_009,2026-01-28,669.92,225,379,55.45,644.75,192.91,435.64,96.99,0.288,0.3359,0.2829,0.3773,0.6503,13.0762,2.98,1.09,0.288,5.27,1,Addiction,2,375.5433,465.1686,0.5021,0.5693,222.6667,266.0,616.1,683.3114,49.5433,50.0443,0.7267,0.3488,-0.0409,0.2309,0.4373,0.4321,0.2836,0.2261,0.4629,0.448,0.4773,0.5435,High,Medium,Medium,High
REC_000429,user_009,2026-01-29,519.5,192,316,46.58,710.62,211.78,378.67,61.66,0.4077,0.3696,0.3041,0.4106,0.7289,16.0538,2.72,0.91,0.4077,6.62,2,Addiction,2,532.34,473.1371,0.6453,0.549,337.6667,275.5714,744.4233,665.1857,51.04,53.12,-0.2245,-0.1662,0.1022,-0.16,0.4233,0.428,0.2948,0.2658,0.4797,0.491,0.5744,0.5867,Medium,Medium,High,High
REC_000430,user_009,2026-01-30,455.52,232,264,56.99,722.93,241.15,259.35,46.14,0.5294,0.5093,0.2898,0.4768,0.5694,17.3868,1.96,0.47,0.5294,7.46,1,Addiction,2,525.8,499.6057,0.6935,0.5895,325.3333,275.8571,675.8633,645.7471,49.0267,50.7243,-0.1232,-0.1646,0.0173,0.2235,0.4268,0.4381,0.3131,0.3278,0.4903,0.4856,0.5604,0.5501,High,High,High,High
REC_000431,user_009,2026-01-31,450.84,235,288,49.0,616.62,205.78,304.01,65.39,0.4564,0.5212,0.3194,0.4451,0.6743,21.0272,1.92,0.45,0.4564,6.26,3,Addiction,2,548.3133,482.3929,0.6495,0.5909,319.6667,274.0,692.7667,655.4271,53.0067,51.6829,-0.0103,0.0909,-0.1471,-0.1402,0.3996,0.4019,0.3152,0.2929,0.4717,0.4924,0.6169,0.6463,Medium,High,High,High
REC_000432,user_009,2026-02-01,535.87,185,367,41.44,603.39,210.67,377.96,29.37,0.3931,0.3452,0.3424,0.385,0.7053,14.5557,2.91,1.04,0.3931,6.95,2,Addiction,2,475.2867,460.3443,0.6575,0.5899,289.3333,273.5714,683.39,649.0314,50.8567,50.95,0.1886,0.2743,-0.0215,-0.1543,0.4065,0.4882,0.2945,0.2611,0.4894,0.4931,0.5456,0.5614,High,Medium,High,High
REC_000433,user_009,2026-02-02,478.71,120,110,18.51,188.56,186.43,209.05,52.36,0.3894,0.2507,0.1149,0.1933,0.4367,6.5175,4.02,1.98,0.3894,18.49,1,Burnout,2,480.7433,508.3929,0.6497,0.6591,306.3333,321.1429,647.6467,698.1186,49.1433,49.59,-0.1067,-0.7003,-0.6875,-0.5533,0.1868,0.23,0.1272,0.0618,0.5127,0.5525,0.3567,0.2948,Medium,Low,High,Medium
REC_000434,user_009,2026-02-03,501.38,132,343,46.74,573.67,133.04,320.2,53.38,0.2653,0.2633,0.3421,0.3469,0.6386,10.0522,3.81,1.78,0.2653,11.17,2,Addiction,3,488.4733,499.7629,0.6054,0.638,255.0,286.4286,469.5233,594.1557,36.3167,44.7171,0.0474,2.0,2.0,1.5251,0.402,0.4219,0.266,0.3077,0.4087,0.3551,0.4356,0.422,Medium,High,Medium,High
REC_000435,user_009,2026-02-04,525.4,221,345,53.06,660.18,126.59,313.71,42.23,0.2409,0.4206,0.3283,0.4048,0.5971,14.9599,2.39,0.7,0.2409,6.98,3,Addiction,2,505.32,515.9629,0.5935,0.6291,273.3333,295.2857,455.2067,580.0771,35.5633,44.9586,0.0479,0.0058,0.1508,0.1352,0.4306,0.4737,0.298,0.3645,0.3938,0.4176,0.4607,0.4821,High,High,Medium,High
REC_000436,user_009,2026-02-05,641.36,185,261,52.02,787.64,123.25,438.89,75.5,0.1922,0.2885,0.2035,0.351,0.6843,11.7875,3.48,1.49,0.1922,6.34,3,Addiction,2,501.83,495.3171,0.5575,0.6215,266.0,290.4286,474.1367,582.2814,39.4367,44.6171,0.2207,-0.2435,0.1931,-0.0196,0.4333,0.4817,0.2423,0.3436,0.4163,0.4154,0.4493,0.2604,High,High,Medium,Low
REC_000437,user_009,2026-02-06,649.49,195,296,48.65,751.51,202.54,466.71,96.12,0.3118,0.3002,0.2279,0.3671,0.7186,12.9332,3.33,1.36,0.3118,5.65,1,Addiction,2,556.0467,512.7257,0.64,0.6151,316.3333,282.5714,673.83,593.2843,50.6067,45.3943,0.0127,0.1341,-0.0459,-0.0648,0.4296,0.4473,0.2603,0.2465,0.4798,0.4836,0.5103,0.5029,High,Medium,High,High
REC_000438,user_009,2026-02-07,471.77,172,347,50.02,611.39,47.87,285.15,27.28,0.1015,0.3646,0.3678,0.3676,0.6044,13.0997,2.77,0.94,0.1015,9.4,1,Addiction,2,605.4167,540.4357,0.6667,0.6364,300.6667,287.1429,733.11,597.3671,51.2433,44.2029,-0.2736,0.1723,-0.1865,0.0282,0.4201,0.4507,0.2862,0.3043,0.3176,0.3354,0.4032,0.3993,High,High,Medium,High
REC_000439,user_009,2026-02-08,551.6,220,249,56.7,659.84,159.84,346.92,71.23,0.2898,0.3988,0.2257,0.381,0.6289,15.0108,2.51,0.77,0.2898,6.44,1,Addiction,2,587.54,543.4257,0.6691,0.6264,301.3333,295.5714,716.8467,596.62,50.23,44.3486,0.1692,-0.2824,0.0792,0.1335,0.4042,0.4415,0.2604,0.3132,0.4181,0.3616,0.4886,0.5275,High,High,Medium,High
REC_000440,user_009,2026-02-09,510.23,133,319,48.85,675.33,154.65,397.04,34.56,0.3031,0.2607,0.3126,0.3664,0.7782,12.1121,3.85,1.82,0.3031,9.03,2,Addiction,2,557.62,545.6729,0.6506,0.6155,297.3333,278.7143,674.2467,604.6843,51.79,46.5286,-0.075,0.2811,0.0235,-0.1384,0.42,0.455,0.2703,0.2757,0.4247,0.4105,0.5233,0.4672,High,Medium,Medium,High
REC_000441,user_009,2026-02-10,483.23,190,322,52.73,782.41,183.31,328.81,34.46,0.3793,0.3932,0.3332,0.4441,0.6804,16.0172,2.55,0.8,0.3793,7.42,2,Addiction,2,511.2,550.1757,0.6705,0.6643,305.0,308.5714,648.8533,674.2229,51.8567,50.8629,-0.0529,0.0094,0.1586,0.0794,0.4538,0.4531,0.3132,0.3639,0.4414,0.4919,0.5461,0.5518,High,High,High,High
REC_000442,user_009,2026-02-11,490.28,169,317,39.83,709.17,61.04,356.55,68.94,0.1245,0.3447,0.3233,0.3577,0.7272,14.9302,2.92,1.05,0.1245,7.78,3,Addiction,2,515.02,547.5829,0.6958,0.6703,296.6667,305.5714,705.86,704.0429,52.76,51.7186,0.0146,-0.0155,-0.0936,-0.2446,0.415,0.4558,0.2742,0.2985,0.3551,0.3128,0.4775,0.3753,High,High,Medium,Medium
REC_000443,user_009,2026-02-12,605.22,169,266,40.55,663.89,187.52,387.46,75.83,0.3098,0.2792,0.2198,0.3301,0.6402,10.7068,3.59,1.58,0.3098,7.73,2,Addiction,2,494.58,542.5657,0.7286,0.6889,319.3333,301.5714,722.3033,711.0414,47.1367,49.8286,0.2344,-0.1609,-0.0638,0.0181,0.3872,0.3343,0.2323,0.2664,0.479,0.4874,0.4561,0.4291,Medium,Medium,High,High
REC_000444,user_009,2026-02-13,556.32,162,387,50.4,564.27,107.72,429.9,73.08,0.1936,0.2912,0.3478,0.3482,0.7728,13.4814,3.44,1.45,0.1936,7.07,1,Addiction,2,526.2433,537.4029,0.6826,0.6826,301.6667,302.2857,718.49,693.3629,44.37,48.19,-0.0808,0.4549,-0.1501,0.2429,0.4159,0.4239,0.2808,0.2376,0.3891,0.3973,0.502,0.5044,Medium,Medium,Medium,High
REC_000445,user_009,2026-02-14,365.46,99,229,51.38,1004.25,58.66,161.51,135.34,0.1605,0.2709,0.3133,0.4172,0.4419,7.0596,3.76,1.73,0.1605,24.99,2,Stress,2,550.6067,524.0929,0.7134,0.6903,323.3333,315.2857,645.7767,666.6143,43.5933,48.44,-0.3431,-0.4083,0.7797,0.0194,0.4782,0.4785,0.2724,0.181,0.3027,0.3149,0.2955,0.219,High,Medium,Medium,Low
REC_000446,user_009,2026-02-15,647.61,179,333,44.35,769.58,52.31,357.39,59.75,0.0808,0.2764,0.2571,0.3328,0.5519,9.0796,3.65,1.63,0.0808,8.09,2,Addiction,1,509.0,508.9057,0.6183,0.6671,294.0,298.4286,744.1367,722.7371,47.4433,48.6343,0.772,0.4541,-0.2337,-0.1368,0.4373,0.4749,0.2433,0.2786,0.3838,0.2608,0.3358,0.3042,High,High,Low,Medium
REC_000447,user_009,2026-02-16,668.93,221,295,34.94,703.75,208.8,506.7,61.25,0.3121,0.3304,0.2205,0.3434,0.7575,14.9792,3.03,1.13,0.3121,4.62,1,Addiction,2,523.13,522.6214,0.5889,0.6561,316.3333,310.4286,779.3667,738.4143,48.71,46.87,0.0329,-0.1141,-0.0855,-0.2122,0.3983,0.3639,0.2569,0.2542,0.5144,0.5898,0.5464,0.5729,Medium,Medium,High,High
REC_000448,user_009,2026-02-17,568.44,227,289,20.91,713.53,125.09,363.62,85.02,0.2201,0.3993,0.2542,0.3518,0.6397,15.305,2.51,0.77,0.2201,6.01,1,Addiction,2,560.6667,545.2929,0.5838,0.6531,285.6667,307.0,825.86,742.4743,43.5567,44.8829,-0.1502,-0.0203,0.0139,-0.4015,0.3756,0.3488,0.2598,0.2581,0.4645,0.4179,0.475,0.5117,Medium,Medium,Medium,High
REC_000449,user_009,2026-02-18,327.04,259,306,45.04,903.87,172.75,199.97,46.27,0.5282,0.792,0.4678,0.5718,0.6115,28.9874,1.27,0.2,0.5282,7.04,1,Addiction,2,628.3267,557.4657,0.6497,0.6473,305.6667,302.2857,728.9533,732.6343,33.4,40.3371,-0.4247,0.0588,0.2668,1.154,0.4933,0.4518,0.4064,0.3155,0.4668,0.5365,0.6929,0.7265,High,High,High,High
REC_000450,user_009,2026-02-19,542.88,219,372,66.54,638.06,137.65,312.04,60.96,0.2536,0.4034,0.3426,0.4215,0.5748,13.8152,2.5,0.76,0.2536,7.18,3,Addiction,2,521.47,534.1457,0.6696,0.6308,296.6667,300.7143,773.7167,760.4486,33.63,41.0814,0.66,0.2157,-0.2941,0.4774,0.4534,0.4858,0.3081,0.3752,0.379,0.3315,0.4442,0.3685,High,High,Medium,Medium
REC_000451,user_010,2026-01-01,305.73,100,207,70.25,858.33,103.97,81.58,121.35,0.3401,0.3271,0.3385,0.4635,0.2668,5.1026,3.14,1.21,0.3401,43.63,1,Stress,0,305.73,305.73,0.2668,0.2668,207.0,207.0,858.33,858.33,70.25,70.25,0.0,0.0,0.0,0.0,0.4719,0.3869,0.2937,0.2732,0.324,0.3451,0.2598,0.2016,Medium,Medium,Medium,Low
REC_000452,user_010,2026-01-02,357.18,67,281,57.72,908.98,65.93,144.79,119.54,0.1846,0.1876,0.3934,0.414,0.4054,4.5355,5.36,3.52,0.1846,40.1,3,Stress,1,305.73,305.73,0.2668,0.2668,207.0,207.0,858.33,858.33,70.25,70.25,0.1683,0.3575,0.059,-0.1784,0.4922,0.4466,0.2909,0.1792,0.2979,0.2763,0.2629,0.2571,High,Medium,Low,Low
REC_000453,user_010,2026-01-03,335.13,79,224,77.25,945.87,73.14,102.64,94.58,0.2182,0.2357,0.3342,0.4486,0.3063,4.2969,4.28,2.24,0.2182,46.04,2,Stress,1,331.455,331.455,0.3361,0.3361,244.0,244.0,883.655,883.655,63.985,63.985,-0.0617,-0.2028,0.0406,0.3384,0.5059,0.4055,0.2861,0.3853,0.2659,0.2251,0.2309,0.2079,Medium,High,Low,Low
REC_000454,user_010,2026-01-04,316.76,114,302,73.54,787.34,85.05,129.24,102.39,0.2685,0.3599,0.4767,0.4929,0.408,8.7133,2.81,0.97,0.2685,24.42,2,Stress,1,332.68,332.68,0.3262,0.3262,237.3333,237.3333,904.3933,904.3933,68.4067,68.4067,-0.0548,0.3482,-0.1676,-0.048,0.5104,0.476,0.352,0.3447,0.2892,0.4214,0.3309,0.3201,High,High,Medium,Medium
REC_000455,user_010,2026-01-05,295.5,140,231,64.29,959.45,86.92,119.49,87.7,0.2942,0.4738,0.3909,0.5207,0.4044,11.3704,2.13,0.56,0.2942,20.44,3,Stress,1,336.3567,328.7,0.3732,0.3466,269.0,253.5,880.73,875.13,69.5033,69.69,-0.0671,-0.2351,0.2186,-0.1258,0.5033,0.505,0.3395,0.3662,0.3115,0.2993,0.3637,0.3258,High,High,Low,Medium
REC_000456,user_010,2026-01-06,287.85,123,278,71.85,820.0,89.05,74.83,66.2,0.3094,0.4273,0.4829,0.5219,0.26,6.4618,2.41,0.71,0.3094,37.17,4,Stress,1,315.7967,322.06,0.3729,0.3582,252.3333,249.0,897.5533,891.994,71.6933,68.61,-0.0259,0.2035,-0.1453,0.1176,0.5131,0.5733,0.3615,0.5076,0.3005,0.2292,0.2614,0.3504,High,High,Low,Medium
REC_000457,user_010,2026-01-07,386.44,109,247,70.26,872.35,39.17,135.17,82.87,0.1014,0.2821,0.3196,0.4136,0.3498,5.9,3.56,1.55,0.1014,27.73,4,Stress,1,300.0367,316.3583,0.3575,0.3418,270.3333,253.8333,855.5967,879.995,69.8933,69.15,0.3425,-0.1115,0.0638,-0.0221,0.4812,0.5479,0.2718,0.2448,0.246,0.3177,0.2293,0.1727,High,Medium,Medium,Low
REC_000458,user_010,2026-01-08,408.9,108,206,67.78,684.71,101.84,173.57,131.92,0.249,0.2641,0.2519,0.3699,0.4245,6.603,3.86,1.82,0.249,22.91,2,Stress,1,323.2633,326.37,0.3381,0.343,252.0,252.8571,883.9333,878.9029,68.8,69.3086,0.0581,-0.166,-0.2151,-0.0353,0.4135,0.3437,0.2361,0.2381,0.3256,0.3674,0.3105,0.3493,Medium,Medium,Medium,Medium
REC_000459,user_010,2026-01-09,323.18,127,231,37.28,825.69,76.15,116.14,99.94,0.2356,0.393,0.3574,0.4163,0.3594,8.3546,2.58,0.82,0.2356,24.82,3,Stress,1,361.0633,341.1086,0.3448,0.3655,243.6667,252.7143,792.3533,854.1,69.9633,68.9557,-0.2096,0.1214,0.2059,-0.45,0.4242,0.4053,0.2854,0.2519,0.3493,0.4272,0.298,0.362,Medium,Medium,Medium,Medium
REC_000460,user_010,2026-01-10,382.02,102,249,64.21,746.08,97.37,143.12,103.61,0.2549,0.267,0.3259,0.4008,0.3746,5.9682,3.77,1.74,0.2549,27.84,2,Stress,1,372.84,336.2514,0.3779,0.3589,228.0,245.5714,794.25,842.2014,58.44,66.0357,0.1821,0.0779,-0.0964,0.7224,0.4442,0.4653,0.2685,0.3292,0.3256,0.2586,0.286,0.2409,High,High,Low,Low
REC_000461,user_010,2026-01-11,361.01,128,216,70.89,933.03,85.0,101.87,122.77,0.2355,0.3546,0.2992,0.4587,0.2822,5.9832,2.83,0.98,0.2355,29.97,1,Stress,1,371.3667,342.95,0.3862,0.3687,228.6667,249.1429,752.16,813.66,56.4233,64.1729,-0.055,-0.1325,0.2506,0.104,0.4852,0.4689,0.2829,0.2166,0.2958,0.2507,0.2434,0.3147,High,Medium,Low,Medium
REC_000462,user_010,2026-01-12,322.14,84,289,68.47,531.81,109.57,135.18,96.19,0.3401,0.2608,0.4486,0.4121,0.4196,6.5189,3.86,1.83,0.3401,31.94,1,Stress,1,355.4033,349.2714,0.3387,0.3507,232.0,236.8571,834.9333,834.4729,57.46,63.7943,-0.1077,0.338,-0.43,-0.0341,0.4341,0.3927,0.3085,0.3763,0.3336,0.3522,0.3351,0.4242,Medium,High,Medium,High
REC_000463,user_010,2026-01-13,146.59,100,312,67.26,559.14,52.37,59.92,43.58,0.3572,0.6822,1.0,0.6686,0.4088,16.3725,1.5,0.27,0.3572,32.34,3,Stress,1,355.0567,353.0771,0.3588,0.3529,251.3333,245.1429,736.9733,773.3814,67.8567,64.3914,-0.5449,0.0796,0.0514,-0.0177,0.6043,0.5165,0.5764,0.6225,0.2797,0.2615,0.4344,0.4163,High,High,Low,High
REC_000464,user_010,2026-01-14,306.7,98,254,70.92,792.23,58.4,95.51,63.5,0.1904,0.3195,0.4141,0.4496,0.3114,5.869,3.18,1.24,0.1904,37.78,3,Stress,1,276.58,332.8971,0.3702,0.3741,272.3333,250.0,674.66,736.1157,68.8733,63.7357,1.0922,-0.1859,0.4169,0.0544,0.4841,0.4285,0.3118,0.2681,0.2557,0.2263,0.2404,0.2631,Medium,Medium,Low,Low
REC_000465,user_010,2026-01-15,214.09,89,168,67.28,855.43,68.49,73.12,75.34,0.3199,0.4157,0.3924,0.494,0.3416,8.4077,2.44,0.73,0.3199,40.86,2,Stress,1,258.4767,321.5057,0.3799,0.3686,285.0,251.0,627.7267,724.67,68.8833,63.83,-0.302,-0.3386,0.0798,-0.0513,0.4713,0.5352,0.3225,0.3113,0.2874,0.3224,0.3167,0.2789,High,High,Medium,Medium
REC_000466,user_010,2026-01-16,399.81,98,294,49.13,889.38,69.9,104.13,148.13,0.1748,0.2451,0.3677,0.403,0.2605,3.7518,4.17,2.13,0.1748,41.61,2,Stress,1,222.46,293.6757,0.3539,0.3568,244.6667,245.5714,735.6,749.0586,68.4867,63.7586,0.8675,0.75,0.0397,-0.2698,0.4724,0.5291,0.2786,0.3666,0.3262,0.2651,0.1942,0.2644,High,High,Low,Low
REC_000467,user_010,2026-01-17,307.68,85,312,67.99,650.83,107.01,110.45,78.13,0.3478,0.2763,0.507,0.4578,0.359,5.8502,3.68,1.66,0.3478,37.74,2,Stress,1,306.8667,304.6229,0.3045,0.3427,238.6667,254.5714,845.68,758.1571,62.4433,65.4514,-0.2304,0.0612,-0.2682,0.3839,0.4794,0.6141,0.343,0.2403,0.3327,0.2727,0.3064,0.2154,High,Medium,Low,Low
REC_000468,user_010,2026-01-18,369.09,78,286,74.47,580.89,92.32,103.44,94.83,0.2501,0.2113,0.3874,0.3863,0.2803,3.4138,4.93,2.97,0.2501,51.0,3,Stress,1,307.1933,294.0029,0.3204,0.3404,258.0,263.5714,798.5467,744.55,61.4667,65.9914,0.1996,-0.0833,-0.1075,0.0953,0.4405,0.4851,0.2765,0.2786,0.2982,0.3128,0.2213,0.1729,High,High,Medium,Low
REC_000469,user_010,2026-01-19,285.35,103,220,70.14,880.94,86.09,91.98,63.26,0.3017,0.361,0.3855,0.4847,0.3223,6.9388,2.79,0.95,0.3017,34.99,3,Stress,1,358.86,295.1571,0.2999,0.3402,297.3333,273.5714,707.0333,694.2443,63.8633,66.5029,-0.2269,-0.2308,0.5165,-0.0581,0.4903,0.4413,0.3179,0.2965,0.2995,0.2506,0.2888,0.3314,High,High,Low,Medium
REC_000470,user_010,2026-01-20,290.4,120,141,93.77,873.97,93.72,106.27,89.46,0.3227,0.4132,0.2428,0.4904,0.366,8.8842,2.47,0.75,0.3227,26.73,3,Stress,1,320.7067,289.9014,0.3205,0.3263,272.6667,263.7143,704.22,744.12,70.8667,66.7414,0.0177,-0.3591,-0.0079,0.3369,0.4749,0.4984,0.2798,0.2535,0.2636,0.2404,0.3321,0.3661,High,Medium,Low,Medium
REC_000471,user_010,2026-01-21,373.49,101,272,57.81,710.78,55.87,129.9,105.13,0.1496,0.2704,0.3641,0.3812,0.3478,5.6226,3.71,1.69,0.1496,30.47,2,Stress,1,314.9467,310.4457,0.3229,0.3202,215.6667,239.2857,778.6,789.0957,79.46,70.5286,0.2861,0.9291,-0.1867,-0.3835,0.4384,0.4661,0.2712,0.1483,0.2879,0.2984,0.2402,0.2469,High,Medium,Low,Low
REC_000472,user_010,2026-01-22,134.54,53,23,47.72,168.28,26.01,27.18,57.38,0.1933,0.3939,0.0855,0.2121,0.202,4.4598,2.72,0.9,0.1933,130.55,4,Balanced,1,316.4133,319.9871,0.3454,0.3254,211.0,241.8571,821.8967,777.46,73.9067,68.6557,-0.6398,-0.9154,-0.7632,-0.1745,0.1618,0.1948,0.1128,0.1089,0.2406,0.2067,0.1834,0.2301,Low,Low,Low,Low
REC_000473,user_010,2026-01-23,388.28,85,239,100.0,780.25,67.94,115.79,78.87,0.175,0.2189,0.3078,0.4294,0.2982,3.8632,4.63,2.63,0.175,42.07,2,Stress,0,266.1433,308.6229,0.3053,0.3054,145.3333,221.1429,584.3433,679.2957,66.4333,65.8614,1.886,2.0,2.0,1.0956,0.5005,0.4925,0.2711,0.1746,0.2203,0.1774,0.2104,0.1139,High,Medium,Low,Low
REC_000474,user_010,2026-01-24,307.88,109,303,76.94,717.93,89.24,96.4,110.16,0.2899,0.354,0.4921,0.4903,0.3131,6.626,2.84,0.98,0.2899,33.3,3,Stress,1,298.77,306.9757,0.2827,0.3108,178.0,213.2857,553.1033,663.7057,68.51,73.1286,-0.2071,0.2678,-0.0799,-0.2306,0.5033,0.4891,0.3525,0.3652,0.2888,0.3528,0.2785,0.3218,High,High,Medium,Medium
REC_000475,user_010,2026-01-25,339.7,125,246,63.18,1133.38,110.68,85.97,120.97,0.3258,0.368,0.3621,0.5236,0.2531,5.4754,2.77,0.94,0.3258,35.49,1,Stress,1,276.9,307.0043,0.2711,0.3042,188.3333,212.0,555.4867,673.2914,74.8867,74.4071,0.1034,-0.1881,0.5787,-0.1788,0.539,0.5633,0.3263,0.3432,0.3441,0.3334,0.2537,0.2676,High,High,Medium,Low
REC_000476,user_010,2026-01-26,225.9,96,254,66.27,739.15,0.0,56.65,67.82,0.0,0.425,0.5622,0.4746,0.2508,6.3745,2.36,0.68,0.0,50.59,4,Stress,1,345.2867,302.8057,0.2881,0.3004,262.6667,206.2857,877.1867,752.2186,80.04,72.7943,-0.335,0.0325,-0.3478,0.0489,0.5039,0.4616,0.3643,0.4405,0.1498,0.1824,0.1641,0.2018,High,High,Low,Low
REC_000477,user_010,2026-01-27,265.57,62,332,57.7,730.17,72.99,105.12,79.69,0.2748,0.2335,0.6251,0.4727,0.3958,5.4223,4.38,2.35,0.2748,48.93,1,Stress,1,291.16,294.3129,0.2723,0.2901,267.6667,211.1429,863.4867,731.9629,68.7967,72.2414,0.1756,0.3071,-0.0121,-0.1293,0.5172,0.5721,0.3826,0.4525,0.3051,0.2759,0.295,0.2759,High,High,Low,Medium
REC_000478,user_010,2026-01-28,304.43,132,266,58.51,665.48,83.43,78.37,116.76,0.2741,0.4336,0.4369,0.4544,0.2574,6.5039,2.37,0.69,0.2741,34.41,1,Stress,1,277.0567,290.7657,0.2999,0.2944,277.3333,238.4286,867.5667,711.42,62.3833,67.0886,0.1463,-0.1988,-0.0886,0.014,0.4435,0.3897,0.3213,0.3188,0.3173,0.3094,0.2502,0.3101,Medium,High,Medium,Medium
REC_000479,user_010,2026-01-29,427.87,42,252,54.63,764.0,112.02,183.94,166.09,0.2618,0.0982,0.2945,0.3401,0.4299,2.5241,10.22,12.79,0.2618,56.23,3,Stress,1,265.3,280.9,0.3013,0.2815,284.0,237.5714,711.6,704.9486,60.8267,67.1886,0.4055,-0.0526,0.148,-0.0663,0.4301,0.3711,0.2296,0.2779,0.3645,0.3749,0.2757,0.3236,Medium,Medium,Medium,Medium
REC_000480,user_010,2026-01-30,389.77,122,318,78.99,849.52,124.64,137.11,82.82,0.3198,0.313,0.4079,0.4885,0.3518,6.4654,3.26,1.31,0.3198,25.01,2,Stress,1,332.6233,322.8043,0.361,0.314,283.3333,270.2857,719.8833,790.0514,56.9467,68.1757,-0.089,0.2619,0.1119,0.4459,0.5204,0.5004,0.3293,0.3857,0.328,0.3284,0.3013,0.2919,High,High,Medium,Medium
REC_000481,user_010,2026-01-31,259.71,104,263,58.82,780.24,76.84,103.6,102.04,0.2959,0.4005,0.5063,0.4936,0.3989,9.4722,2.53,0.78,0.2959,28.79,1,Stress,1,374.0233,323.0171,0.3464,0.3217,278.6667,281.5714,759.6667,799.9471,64.0433,65.1743,-0.3337,-0.173,-0.0816,-0.2553,0.4881,0.5158,0.3594,0.3656,0.3102,0.3219,0.3431,0.3145,High,High,Medium,Medium
